Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Admission grade,Educational special needs,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Target
9147,1,1,135,126,0,1,1,0,18,0,5,11,2,13,0,0,5,11,3,12,0,2
9254,1,1,133,98,0,1,1,0,26,0,6,6,0,0,0,0,6,12,0,0,0,0
9147,1,1,135,121,0,1,1,1,18,0,5,8,5,12,0,0,5,7,5,11,0,1
9773,1,1,128,124,0,1,1,0,22,0,6,17,3,11,3,0,6,14,3,12,0,2
9003,1,1,140,130,0,1,1,0,25,0,6,8,0,0,0,0,6,10,0,0,0,0
9773,1,1,135,136,0,1,1,0,19,0,6,9,5,11,0,0,6,13,5,12,0,2
9773,1,1,131,132,0,1,1,0,19,0,6,7,6,14,0,0,6,7,6,14,0,1
9500,1,1,131,126,0,1,1,0,19,0,7,9,7,12,0,0,8,10,8,11,0,1
8014,0,19,100,111,0,1,1,0,45,2,8,10,4,11,0,2,8,13,4,11,0,0
9991,0,1,140,118,0,1,1,0,52,0,5,7,5,11,0,0,5,6,5,12,1,1
9147,1,1,124,115,0,0,1,0,20,0,5,9,3,12,1,0,5,7,3,11,0,0
9500,1,1,130,117,0,1,1,0,19,0,8,8,7,15,0,0,8,8,7,15,0,1
9500,1,1,142,127,0,0,1,0,21,0,7,12,4,12,0,0,7,12,4,11,0,0
8014,0,1,150,140,0,0,1,0,35,0,6,6,6,14,0,0,6,6,6,14,0,1
171,1,12,110,106,0,1,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1
9500,1,19,110,151,0,0,1,0,47,0,7,7,0,0,7,0,8,8,0,0,8,0
9991,0,1,112,106,0,1,1,0,22,0,5,0,0,0,0,0,5,0,0,0,0,0
9991,0,1,100,125,0,1,1,0,41,0,5,8,4,11,0,0,5,8,3,11,1,0
9119,1,3,130,130,0,1,1,0,26,0,5,5,0,0,0,0,5,6,0,0,0,0
8014,0,1,133,116,0,0,0,0,51,0,6,13,4,11,0,0,6,12,0,0,1,0
9991,0,1,150,120,0,1,0,0,43,0,5,11,3,10,0,1,5,10,4,12,0,2
8014,0,1,100,100,0,1,0,0,41,0,6,9,5,11,0,1,6,10,3,10,1,1
9147,1,1,130,118,0,1,1,0,23,5,10,19,8,11,1,4,10,16,10,11,3,1
9238,1,1,129,118,0,1,1,0,22,0,6,11,0,0,0,0,5,10,0,0,0,0
9070,1,1,127,119,1,1,1,1,25,0,6,8,4,10,0,0,6,6,4,11,0,0
9991,0,1,140,135,0,1,1,0,25,14,15,16,15,10,0,13,14,14,14,11,0,1
171,1,42,130,130,0,0,1,1,22,5,12,15,11,12,0,4,11,16,11,12,0,1
9003,1,1,133,129,0,1,1,0,24,0,7,7,7,13,0,0,6,9,5,13,0,2
9085,1,2,140,150,0,1,1,0,47,0,6,0,0,0,0,0,6,0,0,0,0,0
9991,0,19,133,111,0,1,1,0,41,0,5,5,0,0,0,0,5,5,0,0,0,0
9003,1,1,120,150,0,1,1,0,43,0,6,9,6,14,0,0,6,11,5,12,0,1
9003,1,1,133,130,0,1,1,0,29,0,3,4,0,0,0,0,4,8,0,0,0,0
9119,1,1,120,128,0,1,1,0,30,0,2,2,0,0,0,0,2,2,0,0,0,0
9147,1,38,133,102,0,0,1,0,26,0,4,4,0,0,0,0,5,0,0,0,0,0
9991,0,1,133,102,0,0,1,0,27,0,5,10,0,0,0,0,5,5,0,0,0,0
9670,1,1,100,110,0,1,1,1,36,0,5,5,5,11,0,0,5,7,5,11,0,1
9003,1,19,133,114,0,1,1,0,29,3,9,13,6,11,0,2,7,10,6,10,0,0
9119,1,1,120,128,0,1,1,0,35,6,10,12,7,11,0,2,8,8,5,13,0,0
9773,1,1,128,116,0,1,1,1,18,0,6,12,4,11,0,0,6,10,5,12,0,1
9991,0,1,172,149,0,1,1,1,24,0,5,5,5,16,0,0,5,5,5,16,0,1
9773,1,1,146,134,0,1,1,1,18,0,6,6,6,12,0,0,6,7,6,12,0,0
9119,1,1,135,126,0,1,1,0,18,0,5,7,4,12,0,0,5,10,3,13,3,2
9085,1,1,160,120,0,1,1,0,21,0,5,11,0,0,2,0,5,11,3,11,1,2
9119,1,1,150,133,0,1,1,0,21,0,5,10,5,13,0,0,5,10,5,12,0,1
9003,1,1,130,110,0,1,1,0,32,8,18,27,13,13,1,7,12,18,12,12,0,1
9119,1,1,111,107,0,1,1,1,22,0,5,9,3,12,0,0,6,14,3,12,0,0
9003,1,3,130,130,0,0,1,0,32,11,17,31,11,12,4,10,12,24,10,12,1,0
9670,1,6,170,111,0,1,1,0,35,1,5,5,1,14,0,0,5,5,0,0,0,0
9147,1,1,133,101,0,0,1,0,23,0,5,0,0,0,0,0,5,0,0,0,0,0
8014,0,1,100,108,0,1,1,0,39,0,6,8,5,11,0,1,6,12,3,11,1,2
9670,1,1,120,128,0,1,1,0,35,0,5,5,0,0,0,0,5,5,1,10,0,0
9003,1,3,110,150,0,1,1,0,32,0,6,8,6,18,0,6,12,14,12,17,0,1
9853,1,1,133,142,0,1,1,0,20,0,6,12,0,0,0,0,6,12,0,0,0,0
9500,1,1,120,100,0,1,1,0,34,0,7,15,6,11,0,0,7,16,4,12,0,2
9991,0,40,150,150,0,1,1,0,44,3,7,9,7,13,0,0,5,6,5,16,0,0
9254,1,19,133,156,0,1,1,0,53,7,11,12,2,15,7,4,9,10,3,10,4,1
9119,1,19,120,98,0,0,1,0,28,0,5,10,0,0,0,0,5,7,0,0,0,0
9991,0,3,130,130,0,1,1,0,31,9,9,9,9,14,0,5,5,5,5,12,0,0
171,1,1,130,118,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2
9003,1,1,100,120,0,0,1,0,44,2,7,14,4,12,2,0,6,16,0,0,1,0
9085,1,1,142,127,0,1,1,0,19,0,5,9,5,12,1,0,5,8,4,12,0,1
171,1,1,130,130,0,1,1,0,21,6,12,12,12,15,0,4,11,15,11,13,0,2
9119,1,1,148,147,0,1,1,1,18,0,5,5,0,0,0,0,5,5,0,0,0,0
9003,1,39,170,170,0,1,1,0,20,0,6,8,6,14,0,0,6,10,6,15,0,1
9070,1,1,110,110,0,1,1,0,55,0,6,6,6,14,0,0,6,6,6,13,0,1
9147,1,1,166,146,0,1,1,0,27,0,5,12,3,10,0,0,5,12,1,13,0,2
9119,1,1,135,121,0,1,1,0,19,0,5,0,0,0,0,0,5,0,0,0,0,0
9147,1,1,133,129,0,1,1,0,18,0,5,5,5,11,0,0,5,5,5,13,0,1
9773,1,1,133,132,0,1,1,0,43,0,6,10,4,11,0,0,6,7,0,0,0,0
9254,1,1,121,125,0,1,1,0,18,0,6,0,0,0,0,0,6,0,0,0,0,0
171,1,1,159,165,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
9254,1,1,130,122,0,1,1,1,20,0,6,7,0,0,0,0,6,6,0,0,0,0
9991,0,1,121,141,0,0,1,0,29,0,5,7,4,11,0,0,5,8,4,11,0,0
9130,1,19,133,156,0,1,1,0,44,0,6,9,5,11,0,0,6,11,0,0,0,0
9119,1,1,146,148,0,1,1,0,18,0,5,7,4,10,0,0,5,8,1,16,0,2
9003,1,39,140,140,0,1,1,1,20,0,6,11,5,13,0,0,6,13,6,12,0,2
9070,1,1,125,131,0,1,1,0,20,3,6,6,4,12,0,3,9,12,3,12,0,0
9147,1,1,120,104,0,1,1,0,36,0,4,4,0,0,0,0,5,9,0,0,0,0
9130,1,39,150,150,0,1,1,0,19,1,6,13,5,11,0,1,6,12,2,11,0,2
9085,1,19,110,110,0,0,1,0,29,0,5,5,0,0,0,0,5,5,0,0,0,0
9670,1,1,120,129,0,1,1,0,18,0,6,6,4,11,0,0,6,10,3,10,0,0
9003,1,1,133,120,0,0,1,0,24,0,6,0,0,0,0,0,6,0,0,0,0,0
9773,1,1,133,127,0,1,1,0,20,0,6,6,6,14,0,0,6,7,6,15,0,1
8014,0,19,133,151,0,0,1,0,45,0,6,7,0,0,0,0,5,5,0,0,0,0
9500,1,1,130,126,0,1,1,1,28,18,23,23,20,13,3,18,23,23,20,13,3,1
9254,1,1,160,140,0,1,1,0,23,0,6,8,6,12,0,0,6,10,5,12,0,2
9500,1,1,128,125,0,1,1,0,18,0,7,7,7,12,0,0,8,11,7,11,0,1
9147,1,1,140,127,0,1,1,0,23,0,5,7,3,10,1,0,5,7,3,11,0,0
171,1,1,120,120,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2
9070,1,1,140,131,0,1,1,1,22,1,6,6,6,12,0,1,6,6,5,12,0,1
9991,0,12,120,155,0,1,1,0,33,0,5,5,5,13,0,0,5,6,5,14,0,1
9003,1,42,130,128,0,1,1,0,21,7,12,20,10,12,0,5,12,14,11,12,0,1
9147,1,1,100,170,0,1,1,0,45,0,5,6,5,14,0,0,5,5,5,14,0,1
9003,1,1,133,100,0,0,1,0,44,4,10,10,4,11,0,1,7,8,1,12,0,0
9670,1,1,110,107,0,1,1,0,42,0,6,0,0,0,0,0,6,0,0,0,0,0
9147,1,1,147,139,0,1,1,0,20,0,5,0,0,0,0,0,5,0,0,0,0,0
9147,1,1,133,123,0,1,1,0,20,0,5,7,3,12,1,0,5,12,2,12,0,2
9254,1,1,137,122,0,1,1,1,20,0,6,7,6,14,0,0,6,6,6,12,0,1
9773,1,1,124,127,0,1,1,0,20,0,6,11,3,13,0,0,6,13,4,10,0,2
9147,1,1,128,120,0,1,1,0,19,0,5,9,5,10,0,0,5,13,2,13,0,2
8014,0,1,120,128,0,0,1,0,26,2,8,13,4,10,0,5,10,16,7,10,0,0
9003,1,1,133,150,0,1,1,0,31,0,6,10,6,15,0,0,6,11,5,12,0,1
9773,1,1,142,136,0,1,1,1,19,0,6,6,6,12,0,0,6,6,6,14,0,1
9773,1,19,100,128,0,1,1,0,28,0,6,7,6,13,0,0,6,6,6,13,0,1
171,1,1,149,158,0,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,1
8014,0,1,110,108,0,1,0,0,43,0,6,6,6,13,0,0,6,6,6,12,0,1
171,1,19,133,110,0,1,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0
9238,1,19,133,120,1,1,0,0,40,0,6,13,2,10,0,0,6,10,1,15,0,0
9085,1,39,150,150,0,1,0,0,20,2,6,7,6,13,0,1,6,16,5,13,0,1
8014,0,12,133,113,0,1,0,0,46,0,6,13,3,12,0,0,6,6,6,13,0,1
33,1,1,121,118,0,1,0,0,26,14,21,23,20,13,0,10,14,18,14,11,0,1
9500,1,1,133,148,0,1,0,1,34,0,7,7,6,12,0,0,8,9,7,13,0,1
9853,1,1,122,120,0,1,0,0,19,0,6,0,0,0,0,0,6,0,0,0,0,0
9500,1,1,143,127,0,1,0,1,18,0,8,8,7,13,0,0,8,8,7,13,0,1
9556,1,1,123,113,0,1,0,0,18,0,7,9,7,11,0,0,8,10,8,11,0,1
8014,0,1,120,108,0,1,1,1,37,1,7,9,6,11,0,1,6,7,5,12,0,1
171,1,1,114,129,0,1,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,1
9070,1,1,114,135,0,1,1,0,26,9,14,14,14,14,0,7,13,13,13,13,0,1
9773,1,1,154,154,0,0,0,0,18,0,6,8,5,12,0,0,6,0,0,0,0,0
9500,1,1,190,190,0,1,0,0,18,0,7,15,4,11,0,0,7,10,5,12,0,2
9500,1,1,136,132,0,1,0,0,19,0,7,8,7,13,0,0,8,8,8,13,0,1
9085,1,1,163,163,0,1,0,0,18,0,6,10,6,13,0,0,6,12,6,12,0,1
9670,1,1,126,122,0,1,0,0,19,0,6,6,6,13,0,0,6,8,5,12,0,0
9119,1,1,122,121,0,1,1,0,20,0,5,10,4,14,0,0,5,14,1,10,0,2
9070,1,1,137,131,0,1,0,1,22,0,6,7,6,12,0,0,6,9,4,12,0,1
9500,1,1,139,135,0,1,0,1,18,0,8,8,7,12,0,0,8,8,7,12,0,1
9254,1,1,142,141,0,1,0,1,18,0,6,8,6,12,0,0,6,6,6,13,0,1
9773,1,1,133,131,0,1,0,1,18,0,6,7,6,12,0,0,6,6,6,13,0,1
9254,1,1,126,123,0,1,0,1,18,0,6,7,6,13,0,0,6,6,6,13,0,1
9254,1,1,131,126,0,1,0,0,18,0,6,8,6,12,0,0,6,6,6,11,0,1
9500,1,1,131,126,0,1,0,1,19,0,7,8,7,13,0,0,8,9,7,13,0,1
9853,1,1,108,107,0,1,0,0,20,0,6,0,0,0,0,0,6,0,0,0,0,0
9238,1,1,133,95,0,1,0,1,19,0,6,12,6,11,0,0,6,7,0,0,0,0
9085,1,1,122,116,0,1,0,0,18,0,6,13,6,13,0,0,6,12,3,11,0,1
9070,1,1,143,134,0,1,0,1,18,0,6,6,6,14,0,0,6,6,6,12,0,0
9500,1,1,135,128,0,1,0,1,18,0,7,7,7,14,0,0,8,8,8,13,0,1
9773,1,1,148,144,0,1,0,0,18,0,6,6,6,15,0,0,6,7,6,14,0,1
9147,1,1,134,129,0,1,0,1,18,0,5,5,5,11,0,0,5,12,4,12,0,1
9773,1,1,122,116,0,1,0,0,18,0,6,6,6,11,0,0,6,6,6,12,0,1
9003,1,39,160,160,0,1,0,1,20,0,6,8,6,12,0,0,6,10,6,13,0,1
9238,1,1,126,127,0,1,0,1,19,0,6,14,3,12,0,0,6,7,6,11,0,1
9130,1,1,138,126,0,1,0,1,18,0,6,7,6,12,1,0,6,8,6,13,0,2
9238,1,1,115,112,0,1,0,1,19,0,6,7,6,11,0,0,6,8,6,13,0,1
9853,1,1,141,130,0,1,0,0,19,0,6,8,5,11,1,0,6,7,4,10,0,2
9130,1,1,100,100,0,1,0,0,19,0,5,10,5,14,2,0,5,7,5,15,0,2
9670,1,1,130,121,0,1,0,0,19,0,6,7,6,14,0,0,6,6,6,15,0,1
9670,1,1,130,130,1,1,0,0,20,0,6,6,6,13,0,0,6,9,5,13,0,1
9130,1,1,135,121,0,1,0,1,18,0,5,7,4,11,0,0,5,5,5,12,0,1
9147,1,3,120,120,0,1,0,0,33,2,5,9,2,14,0,0,5,5,0,0,0,0
9853,1,1,148,143,0,1,0,1,19,0,7,8,6,12,0,0,6,6,0,0,0,0
9556,1,1,136,128,0,1,0,1,18,0,7,7,7,13,0,0,8,8,8,14,0,1
9070,1,1,108,111,0,1,0,0,19,0,6,0,0,0,0,0,6,0,0,0,0,0
9003,1,39,140,140,0,1,0,0,19,0,6,18,3,11,0,0,6,14,4,11,0,2
9773,1,1,153,137,0,1,0,0,18,0,6,6,6,16,0,0,6,7,6,14,0,1
9238,1,1,135,135,0,1,0,0,20,0,6,6,6,13,0,0,6,6,6,11,0,1
9500,1,1,146,133,0,1,0,0,19,0,8,9,8,13,1,0,8,9,8,13,1,1
9773,1,1,130,126,0,1,1,1,18,0,6,6,6,14,0,0,6,6,6,14,0,1
9254,1,1,113,106,0,1,1,1,19,0,6,14,2,10,0,0,6,6,0,0,0,0
8014,0,1,145,145,0,1,0,0,25,8,16,16,15,13,0,11,13,13,11,12,0,1
9070,1,1,145,153,0,1,0,1,20,0,6,6,6,12,0,0,6,6,6,14,0,2
8014,0,1,126,118,0,1,0,0,19,0,6,6,6,12,0,0,6,6,6,11,0,1
9991,0,1,160,161,0,1,1,0,33,0,5,8,2,10,0,0,5,5,0,0,0,0
9119,1,1,134,124,0,1,1,0,18,0,5,11,3,10,0,0,5,9,3,11,0,2
9119,1,1,163,150,0,1,1,0,18,0,5,9,4,10,0,0,5,11,2,10,3,2
9147,1,1,130,130,0,1,0,0,19,0,5,10,4,12,0,0,5,6,5,11,0,1
171,1,1,165,163,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2
9147,1,1,142,115,0,1,0,0,19,0,5,11,5,11,0,0,5,9,2,10,0,2
9773,1,1,156,136,0,1,0,0,18,0,6,6,6,14,0,0,6,6,6,13,0,0
9853,1,1,141,130,0,1,0,0,18,0,6,7,6,13,0,0,6,8,5,12,0,1
9500,1,1,143,127,0,1,0,0,18,0,8,8,8,13,0,0,8,8,8,13,0,1
9500,1,19,133,120,0,1,0,0,37,0,7,9,2,10,0,0,7,9,0,0,0,0
9238,1,1,133,126,0,1,0,0,20,0,6,11,1,12,0,0,5,10,0,0,0,2
9254,1,1,172,153,0,1,0,1,20,0,6,6,6,14,0,0,6,6,6,13,0,1
9238,1,1,140,140,0,1,1,0,21,0,6,7,6,12,0,0,6,7,6,13,0,1
9500,1,1,142,136,0,1,0,1,18,0,7,7,7,13,0,0,8,9,8,14,0,1
8014,0,1,140,105,0,1,0,0,26,0,6,14,3,10,1,0,6,9,5,11,0,2
9147,1,12,133,139,0,1,0,0,41,0,5,6,5,11,0,0,5,8,5,12,0,2
9773,1,1,148,140,0,1,0,1,18,0,6,6,6,13,0,0,6,6,6,14,0,1
9500,1,1,137,130,0,1,0,0,18,0,8,9,8,14,1,0,8,9,8,14,1,1
9500,1,1,143,138,0,1,0,0,31,0,7,9,7,15,0,0,8,8,8,16,0,1
9238,1,1,133,110,0,1,0,0,23,0,6,8,6,12,0,0,6,6,6,14,0,1
9500,1,1,138,127,0,1,0,0,19,0,7,7,6,14,0,0,7,7,6,14,0,1
9773,1,1,138,134,0,1,0,1,20,0,6,6,6,15,0,0,6,6,6,13,0,1
8014,0,1,150,143,0,1,0,0,40,5,9,9,9,15,0,3,7,7,7,14,0,1
9085,1,39,120,120,0,1,0,0,32,0,6,14,4,11,0,0,6,14,3,11,0,0
9254,1,1,110,113,0,1,0,0,24,0,6,14,2,10,0,0,6,11,1,10,0,0
9500,1,1,146,135,0,1,0,0,18,0,7,7,6,13,0,0,7,7,6,13,0,1
9238,1,1,148,143,0,1,0,0,18,0,6,6,6,13,0,0,6,6,6,12,0,1
9238,1,1,145,148,0,1,0,1,18,0,6,6,6,13,0,0,6,6,6,13,0,1
9003,1,1,133,115,0,0,0,0,27,0,6,8,0,0,0,0,6,8,0,0,0,0
9147,1,1,160,159,0,1,0,0,18,0,5,5,5,14,0,0,5,5,5,15,0,1
9991,0,1,150,138,0,1,0,0,26,0,5,10,4,12,0,0,5,9,4,11,0,2
9853,1,1,130,133,0,1,0,0,19,0,6,6,6,14,0,0,6,7,6,13,0,1
8014,0,1,120,117,0,1,0,0,19,0,6,8,5,12,0,0,6,7,6,12,0,1
9147,1,1,115,108,0,1,0,0,21,0,5,8,3,12,1,0,5,9,3,12,0,2
9147,1,1,133,106,0,1,0,0,24,0,5,11,2,10,0,0,5,14,1,11,0,2
9853,1,1,120,122,0,1,0,0,20,0,6,8,3,12,0,0,6,11,2,10,0,0
9853,1,1,134,127,0,1,0,0,18,0,6,7,5,12,0,0,6,7,5,12,0,2
9003,1,1,133,100,0,1,0,0,30,0,6,6,0,0,0,0,6,6,0,0,0,0
9853,1,1,133,95,0,0,0,0,22,0,7,10,6,11,0,0,7,8,6,13,0,2
9147,1,3,130,130,0,1,0,0,21,4,9,9,9,10,0,3,10,18,10,11,0,1
9556,1,1,120,122,0,1,0,0,26,0,7,12,6,12,0,0,8,8,8,11,0,0
9147,1,1,115,115,0,1,0,0,23,0,5,7,2,10,1,0,5,9,1,12,0,2
9070,1,1,135,145,0,1,0,1,18,0,6,6,6,12,0,0,6,6,6,12,0,1
9070,1,1,133,143,0,1,0,0,21,0,6,9,5,11,0,0,6,8,5,12,0,0
171,1,1,145,100,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0
9085,1,1,130,121,0,1,0,0,21,0,5,14,2,13,2,0,5,8,4,12,1,2
9853,1,1,118,121,0,1,0,0,18,0,6,8,5,13,0,0,6,7,5,12,0,2
9853,1,1,138,125,1,1,0,1,19,0,6,6,6,13,0,0,6,8,5,12,0,0
9254,1,1,122,112,0,1,0,0,22,0,6,14,4,12,0,0,6,11,3,11,0,2
9238,1,1,126,120,0,1,0,0,19,0,6,7,6,12,0,0,6,7,6,12,0,1
9085,1,1,121,114,0,0,0,0,19,0,5,12,0,0,4,0,5,8,0,0,1,0
9238,1,1,152,132,0,1,0,0,19,0,6,10,2,10,0,0,6,11,1,13,0,0
9085,1,39,160,160,0,1,0,0,27,0,5,12,3,14,2,0,5,8,5,12,1,1
9085,1,1,134,134,0,1,0,0,22,2,5,7,5,14,0,0,5,10,5,12,0,1
9773,1,1,128,124,0,1,0,0,18,0,6,8,5,13,0,0,6,7,6,13,0,0
9254,1,1,125,115,0,1,0,0,20,0,6,6,6,11,0,0,6,8,4,12,0,1
9991,0,1,130,128,0,1,0,0,34,3,8,9,3,11,0,2,7,7,2,10,0,0
9500,1,1,138,132,0,1,0,0,18,0,7,9,6,12,0,0,8,9,8,13,0,1
9773,1,1,121,123,0,1,1,0,20,0,6,12,4,14,0,0,6,7,4,12,0,1
9130,1,1,134,125,0,1,0,0,20,0,5,6,5,16,0,0,5,6,5,15,0,1
9991,0,1,130,115,0,1,1,0,25,0,5,7,0,0,0,0,5,8,0,0,0,0
9119,1,1,126,123,0,1,1,0,18,0,5,6,5,12,0,0,5,9,3,13,0,0
9130,1,1,148,141,0,0,1,0,18,0,6,8,5,11,0,0,6,11,4,13,0,0
9853,1,1,160,139,0,1,0,1,18,0,6,8,5,12,0,0,6,13,0,0,0,0
9254,1,1,118,118,0,1,0,1,19,0,6,7,5,11,0,0,6,7,5,12,0,1
9853,1,1,150,142,0,1,0,1,19,0,6,8,6,12,0,0,6,7,5,12,0,0
9238,1,1,140,143,0,1,0,1,21,3,6,6,6,14,0,2,6,7,6,12,0,1
9070,1,1,100,115,0,1,0,0,29,9,10,15,9,11,0,7,11,17,10,11,0,2
9070,1,1,110,105,0,1,0,1,20,0,6,6,6,12,0,0,6,6,6,11,0,1
8014,0,42,140,138,0,1,0,1,21,13,13,13,11,12,0,9,11,11,10,12,0,1
9991,0,1,133,114,0,1,0,0,34,2,2,2,2,10,0,1,1,1,1,11,0,0
9773,1,1,140,130,0,1,0,0,20,0,6,6,6,12,0,0,6,6,6,12,0,1
9991,0,1,110,134,0,1,1,0,24,0,5,10,0,0,0,0,5,7,1,12,0,0
9500,1,1,148,137,0,1,1,0,18,0,7,7,7,14,0,0,8,9,8,14,0,1
9500,1,1,137,125,0,1,1,0,19,0,7,7,7,12,0,0,7,7,7,12,0,2
9147,1,1,120,111,0,1,1,1,18,0,5,10,4,10,0,0,5,10,4,11,0,2
9991,0,1,120,144,0,1,1,0,28,0,5,7,4,12,0,0,5,7,5,14,0,2
9991,0,1,130,152,0,1,1,0,28,0,5,13,2,11,0,0,5,12,1,12,0,0
9254,1,1,132,126,0,1,1,0,20,0,6,9,4,10,0,0,6,12,0,0,0,0
9500,1,1,130,136,0,1,1,0,22,0,8,9,8,12,1,0,8,9,8,12,1,1
9500,1,1,128,124,0,1,1,0,19,0,8,8,7,12,0,0,8,8,7,12,0,1
9670,1,1,132,129,0,1,1,0,20,0,6,10,6,12,0,0,6,8,4,13,0,2
9556,1,1,133,136,0,1,1,0,26,0,7,7,2,11,0,0,5,10,0,0,0,0
9254,1,1,120,115,0,0,1,0,21,0,6,11,3,11,0,0,6,14,0,0,0,0
171,1,1,145,143,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
9147,1,1,127,115,0,1,1,0,18,0,5,5,5,13,0,0,5,6,5,12,0,1
171,1,1,135,149,0,1,1,0,22,14,17,21,17,12,0,15,17,20,17,12,0,1
9119,1,19,133,100,0,1,1,0,36,0,5,0,0,0,0,0,5,0,0,0,0,0
9773,1,1,125,133,0,1,1,1,20,0,6,8,6,12,0,0,6,8,6,11,0,1
9670,1,1,127,122,0,1,1,0,20,0,6,6,3,12,0,0,6,9,0,0,0,0
9991,0,1,133,151,0,1,1,0,25,0,5,11,4,11,0,0,5,11,3,13,0,0
9003,1,1,150,137,0,1,1,0,35,1,6,7,5,12,0,1,6,11,5,13,0,1
171,1,1,133,118,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
9070,1,1,150,126,0,1,1,0,26,5,7,8,7,13,0,3,8,11,7,12,0,2
9003,1,39,130,130,0,0,1,0,20,0,6,16,4,11,0,0,6,15,2,12,0,0
8014,0,12,133,112,0,1,1,0,50,6,13,13,6,11,0,2,11,11,2,13,0,0
9500,1,1,125,118,0,1,1,0,20,0,8,12,5,12,1,0,8,12,5,12,1,0
9500,1,1,127,121,0,1,1,0,20,0,7,10,5,13,0,0,8,9,8,13,0,2
9003,1,3,140,140,0,0,1,0,35,0,6,10,5,15,0,1,6,9,1,11,0,0
9670,1,1,110,109,0,1,1,1,19,0,6,7,6,13,0,0,6,8,6,14,0,1
9147,1,1,133,110,0,1,1,0,43,0,5,14,0,0,1,0,5,5,0,0,0,0
9500,1,1,124,119,0,1,1,0,19,0,8,11,7,13,0,0,8,11,7,13,0,1
9500,1,1,114,130,0,1,1,0,25,0,8,11,6,12,0,0,8,11,6,12,0,1
171,1,1,155,167,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1
9853,1,1,114,111,0,1,1,1,20,0,6,6,6,12,0,0,6,7,6,12,0,2
171,1,1,133,136,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
9254,1,1,125,124,0,1,1,1,19,0,6,7,6,11,0,0,6,6,5,12,0,0
9991,0,1,120,132,0,1,1,0,32,0,5,11,4,10,0,0,5,11,4,11,0,0
9773,1,38,100,154,0,1,1,0,57,0,6,7,5,14,0,0,6,6,6,14,0,1
9500,1,1,133,115,0,0,1,0,20,0,7,11,4,12,0,0,7,7,4,11,0,0
9991,0,1,120,96,0,0,1,0,38,0,5,5,0,0,0,0,5,5,0,0,0,0
9991,0,1,120,168,0,1,1,0,45,0,5,6,5,14,0,0,5,6,5,14,0,1
9773,1,1,110,140,0,0,1,0,43,0,6,16,2,10,0,0,6,12,4,12,0,0
9070,1,1,144,137,0,1,1,0,19,0,6,6,6,13,0,0,6,8,6,13,0,1
9991,0,19,133,150,0,0,1,0,49,0,5,8,2,11,0,0,5,5,1,11,0,0
9500,1,19,133,100,0,1,1,0,43,0,8,8,7,11,0,0,8,8,7,11,0,2
8014,0,1,133,148,0,1,1,0,34,0,6,6,4,12,0,0,5,5,0,0,0,0
9119,1,1,138,123,0,1,1,0,18,0,5,9,4,12,0,0,5,11,5,11,0,2
9991,0,1,120,138,0,1,1,0,43,0,5,5,5,13,0,0,5,6,5,13,0,1
9254,1,1,120,117,0,1,1,0,21,0,6,8,3,12,0,0,6,9,1,11,0,0
9991,0,1,160,114,0,1,1,0,40,0,5,9,3,11,0,0,5,8,4,12,1,2
9670,1,1,134,125,0,1,1,1,19,0,6,7,4,13,0,0,6,10,6,11,0,1
9254,1,1,133,97,0,1,1,0,27,0,6,6,6,10,0,0,6,8,4,11,0,2
9556,1,1,110,140,0,1,1,0,43,0,7,7,0,0,0,0,8,13,2,13,0,0
9991,0,1,130,124,0,1,1,0,31,1,5,6,5,13,0,0,5,7,5,15,0,1
9003,1,39,140,140,0,1,1,0,26,0,6,6,0,0,0,0,6,7,0,0,0,2
9991,0,1,150,127,0,1,1,0,34,0,5,5,5,15,0,0,5,5,5,16,0,1
9500,1,19,100,110,0,1,1,0,30,11,14,26,12,12,1,11,14,26,12,12,1,1
9500,1,19,133,170,0,1,1,0,36,0,7,9,6,12,0,0,8,11,0,0,0,0
9991,0,3,120,120,0,0,1,0,46,0,5,5,0,0,0,0,5,5,1,10,0,0
9085,1,1,133,130,0,1,1,0,22,0,5,8,3,13,0,0,5,8,3,10,0,1
